"year","code_industry","industry","aggregate","value"
1970,"315AL","Apparel and leather and allied products","Total Intermediate",19404
1970,"322","Paper products","Total Intermediate",15164
1970,"323PPI","Printing, publishing, and related","Total Intermediate",15003
1970,"324","Petroleum and coal products","Total Intermediate",20224
1970,"325","Chemical products","Total Intermediate",26259
1970,"326","Plastics and rubber products","Total Intermediate",7551
1970,"42","Wholesale trade","Total Intermediate",16066
1970,"44RT","Retail trade","Total Intermediate",35309
1970,"481","Air transportation","Total Intermediate",6424
1970,"482","Rail transportation","Total Intermediate",4681
1970,"483","Water transportation","Total Intermediate",3312
1970,"484","Truck transportation","Total Intermediate",11010
1970,"485","Transit and ground passenger transportation","Total Intermediate",3011
1970,"486","Pipeline transportation","Total Intermediate",1675
1970,"487OS","Other transportation and support activities","Total Intermediate",4050
1970,"493","Warehousing and storage","Total Intermediate",523
1970,"512","Theaters, motion pictures, and sound recording","Total Intermediate",2349
1970,"513","Broadcasting and telecommunications","Total Intermediate",9602
1970,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",3046
1970,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",15591
1970,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",5715
1970,"524","Insurance carriers and related activities","Total Intermediate",15192
1970,"531","Real estate","Total Intermediate",23273
1970,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",1989
1970,"5411","Legal services","Total Intermediate",5564
1970,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",11435
1970,"55","Management of companies and public relations","Total Intermediate",6664
1970,"56","Administrative, support, and other business services","Total Intermediate",5913
1970,"61","Educational services","Total Intermediate",5294
1970,"621","Ambulatory health care services","Total Intermediate",6637
1970,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",8451
1970,"624","Social assistance","Total Intermediate",782
1970,"71","All recreation industries","Total Intermediate",3857
1970,"721","Accomodation","Total Intermediate",3983
1970,"722","Food services and drinking places","Total Intermediate",20051
1970,"81","Other services, except government","Total Intermediate",16089
1970,"G","All government","Total Intermediate",57418
1970,"111CA","Farms","Total Value Added",23685
1970,"113FF","Forestry, fishing, and related activities","Total Value Added",3572
1970,"211","Oil and gas extraction","Total Value Added",7735
1970,"212","Mining, except oil and gas","Total Value Added",5774
1970,"23","Construction","Total Value Added",50939
1970,"22","Utilities","Total Value Added",21655
1970,"321","Wood products","Total Value Added",4552
1970,"327","Nonmetallic mineral products","Total Value Added",8029
1970,"331","Primary metals","Total Value Added",17712
1970,"332","Fabricated metal products","Total Value Added",19830
1970,"333","Machinery","Total Value Added",24712
1970,"334","Computer and electronic products","Total Value Added",16924
1970,"335","Electrical equipment, appliances, and components","Total Value Added",10611
1970,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",19542
1970,"3364OT","Other transportation equipment","Total Value Added",15285
1970,"337","Furniture and related products","Total Value Added",4374
1970,"339","Miscellaneous manufacturing","Total Value Added",5811
1970,"311FT","Food and beverage and tobacco products","Total Value Added",30620
1970,"313TT","Textile mills and textile product mills","Total Value Added",8573
1970,"315AL","Apparel and leather and allied products","Total Value Added",10094
1970,"322","Paper products","Total Value Added",9979
1970,"323PPI","Printing, publishing, and related","Total Value Added",14323
1970,"324","Petroleum and coal products","Total Value Added",3728
1970,"325","Chemical products","Total Value Added",21268
1970,"326","Plastics and rubber products","Total Value Added",8230
1970,"42","Wholesale trade","Total Value Added",67656
1970,"44RT","Retail trade","Total Value Added",82967
1970,"481","Air transportation","Total Value Added",4391
1970,"482","Rail transportation","Total Value Added",9622
1970,"483","Water transportation","Total Value Added",1388
1970,"484","Truck transportation","Total Value Added",10651
1970,"485","Transit and ground passenger transportation","Total Value Added",3066
1970,"486","Pipeline transportation","Total Value Added",1200
1970,"487OS","Other transportation and support activities","Total Value Added",7414
1970,"493","Warehousing and storage","Total Value Added",2438
1970,"512","Theaters, motion pictures, and sound recording","Total Value Added",4735
1970,"513","Broadcasting and telecommunications","Total Value Added",25733
1970,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",3993
1970,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",24736
1970,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",2780
1970,"524","Insurance carriers and related activities","Total Value Added",17067
1970,"531","Real estate","Total Value Added",99979
1970,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",8824
1970,"5411","Legal services","Total Value Added",7493
1970,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",17541
1970,"55","Management of companies and public relations","Total Value Added",14657
1970,"56","Administrative, support, and other business services","Total Value Added",10566
1970,"61","Educational services","Total Value Added",7535
1970,"621","Ambulatory health care services","Total Value Added",15881
1970,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",15004
1970,"624","Social assistance","Total Value Added",1975
1970,"71","All recreation industries","Total Value Added",6266
1970,"721","Accomodation","Total Value Added",6299
1970,"722","Food services and drinking places","Total Value Added",17446
1970,"81","Other services, except government","Total Value Added",27841
1970,"G","All government","Total Value Added",178607
1970,"111CA","Farms","Total Industry Output",51782
1970,"113FF","Forestry, fishing, and related activities","Total Industry Output",7723
1970,"211","Oil and gas extraction","Total Industry Output",14230
1970,"212","Mining, except oil and gas","Total Industry Output",12643
1970,"23","Construction","Total Industry Output",111486
1970,"22","Utilities","Total Industry Output",33014
1970,"321","Wood products","Total Industry Output",13225
1970,"327","Nonmetallic mineral products","Total Industry Output",16128
1970,"331","Primary metals","Total Industry Output",49333
1970,"332","Fabricated metal products","Total Industry Output",45686
1970,"333","Machinery","Total Industry Output",45552
1970,"334","Computer and electronic products","Total Industry Output",39811
1970,"335","Electrical equipment, appliances, and components","Total Industry Output",23057
1970,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",57542
1970,"3364OT","Other transportation equipment","Total Industry Output",35339
1970,"337","Furniture and related products","Total Industry Output",9130
1970,"339","Miscellaneous manufacturing","Total Industry Output",14876
1970,"311FT","Food and beverage and tobacco products","Total Industry Output",106024
1970,"313TT","Textile mills and textile product mills","Total Industry Output",24467
1970,"315AL","Apparel and leather and allied products","Total Industry Output",29499
1970,"322","Paper products","Total Industry Output",25143
1970,"323PPI","Printing, publishing, and related","Total Industry Output",29327
